,movieid,title,genres,Average Rating,Number of Ratings,model_score,imdbid,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,tmdbId
3164,3395,Nadine (1987),Comedy,2.8363636363636364,55,156.0,93596.0,Nadine,1987,1987-12-04,"Comedy, Mystery, Romance",83.0,USA,English,Robert Benton,Robert Benton,TriStar Pictures,"Jeff Bridges, Kim Basinger, Rip Torn, Gwen Verdon, Glenne Headly, Jerry Stiller, Jay Patterson, William Youmans, Gary Grubbs, Mickey Jones, Blue Deckert, Harlan Jordan, Norman Bennett, James N. Harrell, John William Galt","In 1950s Texas, a woman trying to recover sexy photos of herself and divorce her husband witnesses a murder and uncovers corrupt land dealings.",$ 12000000,$ 5669831,$ 5669831,,27.0,21.0,61178.0
3165,3396,"Muppet Movie, The (1979)",Children's|Comedy,3.8561827956989245,744,2869.0,79588.0,The Muppet Movie,1979,1979-10-26,"Adventure, Comedy, Family",95.0,"UK, USA",English,James Frawley,"Jerry Juhl, Jack Burns",Henson Associates (HA),"Jim Henson, Frank Oz, Jerry Nelson, Richard Hunt, Dave Goelz, Charles Durning, Austin Pendleton, Edgar Bergen, Milton Berle, Mel Brooks, James Coburn, Dom DeLuise, Elliott Gould, Bob Hope, Madeline Kahn","Kermit and his newfound friends trek across America to find success in Hollywood, but a frog legs merchant is after Kermit.",,$ 65810475,$ 65810475,74.0,115.0,81.0,11176.0
3166,3397,"Great Muppet Caper, The (1981)",Children's|Comedy,3.7374301675977653,358,1338.0,82474.0,The Great Muppet Caper,1981,1981-11-13,"Adventure, Comedy, Crime",97.0,"UK, USA",English,Jim Henson,"Tom Patchett, Jay Tarses",Henson Associates (HA),"Jim Henson, Frank Oz, Dave Goelz, Jerry Nelson, Richard Hunt, Charles Grodin, Diana Rigg, John Cleese, Robert Morley, Peter Ustinov, Jack Warden, Steve Whitmire, Louise Gold, Kathryn Mullen, Bob Payne","Kermit the Frog, The Great Gonzo, and Fozzie Bear are reporters who travel to Britain to interview a rich victim of jewel thieves and help her along with her secretary, Miss Piggy.",,$ 31206251,$ 31206251,70.0,53.0,31.0,14900.0
3167,3398,"Muppets Take Manhattan, The (1984)",Children's|Comedy,3.504398826979472,341,1195.0,87755.0,The Muppets Take Manhattan,1984,1984-11-09,"Adventure, Comedy, Drama",94.0,USA,English,Frank Oz,"Tom Patchett, Jay Tarses",Henson Associates (HA),"Jim Henson, Frank Oz, Dave Goelz, Steve Whitmire, Richard Hunt, Jerry Nelson, Juliana Donald, Lonny Price, Louis Zorich, Art Carney, James Coco, Dabney Coleman, Gregory Hines, Linda Lavin, Joan Rivers",Kermit and his friends go to New York City to get their musical on Broadway only to find it's a more difficult task than they anticipated.,,$ 25534703,$ 25534703,64.0,60.0,41.0,11899.0
3168,3399,Sesame Street Presents Follow That Bird (1985),Children's|Comedy,3.1264367816091956,87,272.0,89994.0,Follow That Bird,1985,1985-08-02,"Adventure, Comedy, Family",88.0,USA,"English, American Sign Language",Ken Kwapis,"Tony Geiss, Judy Freudberg",Children's Television Workshop (CTW),"Caroll Spinney, Jim Henson, Frank Oz, Richard Hunt, Kathryn Mullen, Jerry Nelson, Paul Bartel, Sandra Bernhard, John Candy, Chevy Chase, Joe Flaherty, Waylon Jennings, Dave Thomas, Laraine Newman, Brian Hohlfeld","Big Bird is sent to live far from Sesame Street by a pesky social worker. Unhappy, Big Bird runs away from his foster home, prompting the rest of the Sesame Street gang to go on a cross-country journey to find him.",,$ 13961370,$ 13961370,59.0,50.0,20.0,36536.0
3169,3400,We're Back! A Dinosaur's Story (1993),Animation|Children's,2.5172413793103448,29,73.0,108526.0,We're Back! A Dinosaur's Story,1993,1995-09-18,"Animation, Adventure, Comedy",72.0,USA,English,"Phil Nibbelink, Simon Wells","John Patrick Shanley, Hudson Talbott",Universal Pictures,"John Goodman, Blaze Berdahl, Rhea Perlman, Jay Leno, René Le Vant, Felicity Kendal, Charles Fleischer, Walter Cronkite, Larry King, Julia Child, Kenneth Mars, Yeardley Smith, Martin Short, Nigel Pegram, Jessica Angelson",A time traveling scientist goes back to prehistoric times and feeds dinosaurs a magic cereal that increases their intelligence - next they land in modern New York City for a series of comic adventures.,,$ 9317021,$ 9317021,,37.0,17.0,18890.0
3170,3401,Baby... Secret of the Lost Legend (1985),Adventure|Sci-Fi,2.106194690265487,113,238.00000000000003,88760.0,Baby: Secret of the Lost Legend,1985,1985-10-18,"Family, Adventure, Sci-Fi",95.0,USA,"English, French",Bill Norton,"Clifford Green, Ellen Green",Silver Screen Partners II,"William Katt, Sean Young, Patrick McGoohan, Julian Fellowes, Kyalo Mativo, Hugh Quarshie, Olu Jacobs, Eddie Tagoe, Edward Hardwicke, Julian Curry, Alexis Meless, Susie Nottingham, Stephane Krora, Anthony Sarfoh, Jeannot Banny","A paleontologist and her husband discover a mother and baby brontosaurus in Africa, and try to protect them from a group of hunters intent on capturing the dinosaurs.",,$ 14972297,$ 14972297,,27.0,33.0,19736.0
3171,3402,Turtle Diary (1985),Drama,3.347826086956522,23,77.0,90219.0,Turtle Diary,1985,1986-08-14,"Comedy, Drama, Romance",97.0,"UK, USA",English,John Irvin,"Russell Hoban, Harold Pinter",Britannic,"Glenda Jackson, Ben Kingsley, Richard Johnson, Michael Gambon, Rosemary Leach, Eleanor Bron, Harriet Walter, Jeroen Krabbé, Nigel Hawthorne, Michael Aldridge, Rom Anderson, Tony Melody, Gary Olsen, Peter Capaldi, Harold Pinter","Two separate people, a man and a woman, find something very stirring about the sea turtles in their tank at the London Zoo. They meet and form an odd, but sympathetic camaraderie as they ...",,$ 2156772,$ 2156772,,8.0,17.0,123047.0
3172,3403,Raise the Titanic (1980),Drama|Thriller,2.78125,32,89.0,81400.0,Raise the Titanic,1980,1980-08-01,"Action, Drama, Thriller",115.0,"UK, USA",English,Jerry Jameson,"Adam Kennedy, Eric Hughes",ITC Films,"Jason Robards, Richard Jordan, David Selby, Anne Archer, Alec Guinness, Bo Brundin, M. Emmet Walsh, J.D. Cannon, Norman Bartold, Elya Baskin, Dirk Blocker, Robert Broyles, Paul Carr, Michael C. Gwynne, Harvey Lewis","To obtain a supply of a rare mineral, a ship raising operation is conducted for the only known source, the R.M.S. Titanic.",$ 36000000,,,,88.0,33.0,24575.0
3173,3404,Titanic (1953),Action|Drama,3.452054794520548,219,756.0,46435.0,Titanic,1953,1953-07-13,"Drama, History, Romance",98.0,USA,"English, Basque, French, Spanish",Jean Negulesco,"Charles Brackett, Walter Reisch",Twentieth Century Fox,"Clifton Webb, Barbara Stanwyck, Robert Wagner, Audrey Dalton, Thelma Ritter, Brian Aherne, Richard Basehart, Allyn Joslyn, James Todd, Frances Bergen, William Johnstone",An unhappily married couple struggle to deal with their problems while on board the ill-fated ship.,$ 1805000,,,,99.0,22.0,16535.0
3174,3405,"Night to Remember, A (1958)",Action|Drama,3.875,144,558.0,51994.0,A Night to Remember,1958,1959-02-26,"Biography, Drama, History",123.0,UK,"English, Russian, Polish, German, Italian",Roy Ward Baker,"Walter Lord, Eric Ambler",The Rank Organisation,"Kenneth More, Ronald Allen, Robert Ayres, Honor Blackman, Anthony Bushell, John Cairney, Jill Dixon, Jane Downs, James Dyrenforth, Michael Goodliffe, Kenneth Griffith, Harriette Johns, Frank Lawton, Richard Leech, David McCallum","On its maiden voyage in April 1912, the supposedly unsinkable RMS Titanic hits an iceberg in the Atlantic Ocean.",$ 1680000,,,,172.0,65.0,10971.0
3175,3406,Captain Horatio Hornblower (1951),Action|Adventure|War,3.7523809523809524,105,394.0,43379.0,Captain Horatio Hornblower R.N.,1951,1951-04-10,"Action, Adventure, Drama",117.0,UK,"English, French, Spanish",Raoul Walsh,"Ivan Goff, Ben Roberts",Warner Bros.,"Gregory Peck, Virginia Mayo, Robert Beatty, Moultrie Kelsall, Terence Morgan, James Kenney, James Robertson Justice, Denis O'Dea, Richard Hearne, Michael Dolan, Stanley Baker, Alan Tilvern, Alec Mango, Christopher Lee, John Witty","During the Napoleonic wars, a British Navy Captain has adventures in Central American waters.",,,,,62.0,20.0,23928.0
3176,3407,"Carriers Are Waiting, The (Les Convoyeurs Attendent) (1999)",Comedy|Drama,1.6666666666666667,3,5.0,201538.0,Les convoyeurs attendent,1999,2000-06-23,"Comedy, Drama",94.0,"France, Belgium, Switzerland",French,Benoît Mariage,"Emmanuelle Bada, Benoît Mariage",K-Star,"Benoît Poelvoorde, Morgane Simon, Bouli Lanners, Dominique Baeyens, Philippe Grand'Henry, Jean-François Devigne, Lisa Lacroix, Philippe Nahon, Édith Le Merdy, Patrick Audin, Claude Caudron, Simone Tasiaux, Renaud Rutten, Martin Viot, Joshua Noppe","Dreaming of more than his routine life, a father pushes his 15 years old son to break a world record: opening and closing a door 40,000 times in 24 hours.",,$ 5518,,73.0,9.0,10.0,31336.0
3177,3408,Erin Brockovich (2000),Drama,3.863878326996198,1315,5081.0,195685.0,Erin Brockovich,2000,2000-04-14,"Biography, Drama",131.0,USA,English,Steven Soderbergh,Susannah Grant,Universal Pictures,"Julia Roberts, David Brisbin, Dawn Didawick, Albert Finney, Valente Rodriguez, Conchata Ferrell, George Rocky Sullivan, Pat Skipper, Jack Gill, Irene Olga López, Emily Marks, Julie Marks, Scotty Leavenworth, Gemmenne de la Peña, Erin Brockovich-Ellis",An unemployed single mother becomes a legal assistant and almost single-handedly brings down a California power company accused of polluting a city's water supply.,$ 52000000,$ 125595205,$ 256271286,73.0,525.0,155.0,462.0
3178,3409,Final Destination (2000),Drama|Thriller,3.272331154684096,459,1502.0,195714.0,Final Destination,2000,2000-08-25,"Horror, Thriller",98.0,USA,"English, French",James Wong,"Glen Morgan, James Wong",New Line Cinema,"Devon Sawa, Ali Larter, Kerr Smith, Kristen Cloke, Daniel Roebuck, Roger Guenveur Smith, Chad Donella, Seann William Scott, Tony Todd, Amanda Detmer, Brendan Fehr, Forbes Angus, Lisa Marie Caruk, Christine Chatelain, Barbara Tyson","After a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have Death hunt them down, one by one.",$ 23000000,$ 53331147,$ 112880294,36.0,730.0,158.0,9532.0
3179,3410,Soft Fruit (1999),Comedy|Drama,4.333333333333333,9,39.0,180181.0,Soft Fruit,1999,1999-10-28,"Comedy, Drama",101.0,"Australia, USA",English,Christina Andreef,Christina Andreef,New South Wales Film & Television Office,"Jeanie Drynan, Linal Haft, Russell Dykstra, Geneviève Lemon, Sacha Horler, Alicia Talbot, Dion Bilios, Gezelle Byrnes, Jordan Frankland, Cheyenne Dobbs, Marin Mimica, Glenn Butcher, Terry Weaver, Trevor Mills, Barry Evans","Three sisters and their ex-con brother return home to nurse their mother, who is dying of cancer.",,$ 13654,$ 13654,56.0,11.0,12.0,117259.0
3180,3412,"Bear, The (1988)",Adventure,3.3714285714285714,175,590.0,95800.0,L'ours,1988,1988-12-23,"Adventure, Family, Drama",96.0,"France, USA","English, French",Jean-Jacques Annaud,"James Oliver Curwood, Gérard Brach",Price,"Bart the Bear, Youk the Bear, Tchéky Karyo, Jack Wallace, André Lacombe",An orphan bear cub hooks up with an adult male as they try to dodge human hunters.,,$ 31753898,$ 31753898,60.0,71.0,23.0,2383.0
3181,3413,Impact (1949),Crime|Drama,3.5,2,7.0,41503.0,Impact,1949,1950-10-10,"Crime, Drama, Film-Noir",111.0,USA,English,Arthur Lubin,"Dorothy Davenport, Jay Dratler",Harry Popkin Productions,"Brian Donlevy, Ella Raines, Charles Coburn, Helen Walker, Anna May Wong, Robert Warwick, Clarence Kolb, Art Baker, William Wright, Mae Marsh, Sheilah Graham, Tony Barrett, Philip Ahn, Glen Vernon, Linda Leighton","A unfaithful wife plots with her lover to kill her husband, but the lover is accidentally killed instead. The husband stays in hiding, and lets his wife be charged with conspiracy.",$ 900000,,,,77.0,14.0,25503.0
3182,3414,Love Is a Many-Splendored Thing (1955),Romance,3.26,50,163.0,48316.0,Love Is a Many-Splendored Thing,1955,1955-12-01,"Biography, Drama, Romance",102.0,USA,"English, Mandarin","Henry King, Otto Lang","John Patrick, Han Suyin",Twentieth Century Fox,"William Holden, Jennifer Jones, Torin Thatcher, Isobel Elsom, Murray Matheson, Virginia Gregg, Richard Loo, Soo Yong, Philip Ahn, Jorja Curtright, Donna Martell",A widowed doctor of both Chinese and European descent falls in love with a married American correspondent in Hong Kong during China's Communist revolution.,$ 1780000,,$ 30330,,75.0,32.0,53879.0
3183,3415,"Mirror, The (Zerkalo) (1975)",Drama,3.8260869565217392,23,88.0,72443.0,Zerkalo,1975,1979-04-06,"Biography, Drama",107.0,Soviet Union,"Russian, Spanish",Andrei Tarkovsky,"Aleksandr Misharin, Andrei Tarkovsky",Mosfilm,"Margarita Terekhova, Oleg Yankovskiy, Filipp Yankovskiy, Ignat Daniltsev, Nikolay Grinko, Alla Demidova, Yuriy Nazarov, Anatoliy Solonitsyn, Larisa Tarkovskaya, Tamara Ogorodnikova, Yuri Sventisov, Tamara Reshetnikova, Innokentiy Smoktunovskiy, Arseniy Tarkovskiy, E. Del Bosque","A dying man in his forties remembers his past. His childhood, his mother, the war, personal moments and things that tell of the recent history of all the Russian nation.",RUR 622000,$ 22168,$ 119266,,134.0,75.0,1396.0
3184,3416,"Trial, The (Le Proc�s) (1963)",Drama,3.9411764705882355,51,201.0,,,,,,,,,,,,,,,,,,,,
3185,3417,"Crimson Pirate, The (1952)",Adventure|Comedy|Sci-Fi,3.589041095890411,73,262.0,44517.0,The Crimson Pirate,1952,1953-02-11,"Action, Adventure, Comedy",105.0,"USA, UK",English,Robert Siodmak,Roland Kibbee,Warner Bros.,"Burt Lancaster, Nick Cravat, Eva Bartok, Torin Thatcher, James Hayter, Leslie Bradley, Margot Grahame, Noel Purcell, Frederick Leister, Eliot Makeham, Frank Pettingell, Dana Wynter, Christopher Lee, Ewan Roberts, John Chandos","During the 1700s, pirate Captain Vallo seizes a British warship and gets involved in various money-making schemes involving Caribbean rebels led by El Libre, British envoy Baron Jose Gruda, and a beautiful courtesan named Consuelo.",$ 1850000,,,,58.0,24.0,11570.0
3186,3418,Thelma & Louise (1991),Action|Drama,3.6803105151729003,1417,5215.0,103074.0,Thelma & Louise,1991,1991-09-13,"Adventure, Crime, Drama",130.0,"USA, UK, France",English,Ridley Scott,Callie Khouri,Pathé Entertainment,"Susan Sarandon, Geena Davis, Harvey Keitel, Michael Madsen, Christopher McDonald, Stephen Tobolowsky, Brad Pitt, Timothy Carhart, Lucinda Jenney, Jason Beghe, Sonny Carl Davis, Shelly Desai, Ken Swofford, Carol Mansell, Stephen Polk","Two best friends set out on an adventure, but it soon turns around to a terrifying escape from being hunted by the police, as these two girls escape for the crimes they committed.",$ 16500000,$ 45360915,$ 45434805,88.0,335.0,121.0,1541.0
3187,3419,Something for Everyone (1970),Comedy|Crime,3.1538461538461537,13,41.0,66392.0,Something for Everyone,1970,1971-06-01,"Comedy, Crime, Drama",112.0,USA,English,Harold Prince,"Harry Kressing, Hugh Wheeler",Cinema Center Films,"Angela Lansbury, Michael York, Anthony Higgins, Heidelinde Weis, Jane Carr, Eva Maria Meineke, John Gill, Wolfried Lier, Klaus Havenstein, Walter Janssen, Erik Jelde, Despo Diamantidou, Enzi Fuchs, Erland Erlandsen, Hans Pössenbacher","Konrad Ludwig (Michael York), a handsome country boy in post-war Austria, charms his way into a butler position at the castle of widowed Countess Herthe von Ornstein (Dame Angela Lansbury),...",,$ 297492,,,28.0,6.0,150043.0
3188,3420,...And Justice for All (1979),Drama|Thriller,3.71356783919598,199,739.0,78718.0,...and justice for all.,1979,1979-12-21,"Crime, Drama, Thriller",119.0,USA,English,Norman Jewison,"Valerie Curtin, Barry Levinson",Columbia Pictures,"Al Pacino, Jack Warden, John Forsythe, Lee Strasberg, Jeffrey Tambor, Christine Lahti, Sam Levene, Robert Christian, Thomas G. Waites, Larry Bryggman, Craig T. Nelson, Dominic Chianese, Victor Arnold, Vincent Beck, Michael Gorrin","A lawyer is forced to defend a guilty judge, while defending other innocent clients, and trying to find punishment for the guilty and provide justice for the innocent.",,$ 33300000,$ 33300000,58.0,143.0,20.0,17443.0
3189,3421,Animal House (1978),Comedy,4.053024026512014,1207,4892.000000000001,77975.0,National Lampoon's Animal House,1978,1979-02-21,Comedy,109.0,USA,"English, Italian",John Landis,"Harold Ramis, Douglas Kenney",Universal Pictures,"Tom Hulce, Stephen Furst, Mark Metcalf, Mary Louise Weller, Martha Smith, James Daughton, Kevin Bacon, John Belushi, Douglas Kenney, Chris Miller, Bruce Bonnheim, Karen Allen, James Widdoes, Tim Matheson, Peter Riegert","At a 1962 college, Dean Vernon Wormer is determined to expel the entire Delta Tau Chi Fraternity, but those troublemakers have other plans for him.",$ 3000000,$ 141600000,$ 141600000,79.0,304.0,103.0,8469.0
3190,3422,She's Gotta Have It (1986),Comedy|Romance,3.4,210,714.0,91939.0,She's Gotta Have It,1986,1987-02-20,"Comedy, Romance",84.0,USA,English,Spike Lee,"Spike Lee, Zora Neale Hurston",40 Acres & A Mule Filmworks,"Tracy Camilla Johns, Tommy Redmond Hicks, John Canada Terrell, Spike Lee, Raye Dowell, Joie Lee, S. Epatha Merkerson, Bill Lee, Cheryl Burr, Aaron Dugger, Stephanie Covington, Renata Cobbs, Cheryl D. Singleton, Monty Ross, Tiziano Cortini",Story of a woman and her three lovers.,$ 175000,$ 7137502,$ 7137502,79.0,39.0,46.0,27995.0
3191,3423,School Daze (1988),Drama,2.918918918918919,74,216.0,96054.0,School Daze,1988,1988-02-12,"Comedy, Drama, Musical",121.0,USA,English,Spike Lee,Spike Lee,Columbia Pictures,"Laurence Fishburne, Giancarlo Esposito, Tisha Campbell-Martin, Kyme, Joe Seneca, Ellen Holly, Art Evans, Ossie Davis, Bill Nunn, James Bond III, Branford Marsalis, Kadeem Hardison, Eric Payne, Spike Lee, Anthony Thompkins",A not so popular young man wants to pledge to a popular fraternity at his historically black college.,$ 6500000,$ 14545844,$ 14545844,52.0,43.0,24.0,36739.0
3192,3424,Do the Right Thing (1989),Comedy|Drama,3.880921895006402,781,3031.0,97216.0,Do the Right Thing,1989,1989-11-17,"Comedy, Drama",120.0,USA,"English, Italian, Spanish, Korean",Spike Lee,Spike Lee,40 Acres & A Mule Filmworks,"Danny Aiello, Ossie Davis, Ruby Dee, Richard Edson, Giancarlo Esposito, Spike Lee, Bill Nunn, John Turturro, Paul Benjamin, Frankie Faison, Robin Harris, Joie Lee, Miguel Sandoval, Rick Aiello, John Savage","On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence.",$ 6500000,$ 27545445,$ 37346892,93.0,496.0,105.0,925.0
3193,3425,Mo' Better Blues (1990),Drama,3.2911392405063293,79,260.0,100168.0,Mo' Better Blues,1990,1990-11-16,"Drama, Music, Romance",129.0,USA,English,Spike Lee,Spike Lee,Universal Pictures,"Denzel Washington, Spike Lee, Wesley Snipes, Giancarlo Esposito, Robin Harris, Joie Lee, Bill Nunn, John Turturro, Dick Anthony Williams, Cynda Williams, Nicholas Turturro, Jeff 'Tain' Watts, Samuel L. Jackson, Leonard L. Thomas, Charlie Murphy",Jazz trumpeter Bleek Gilliam makes questionable decisions in his professional and romantic lives.,$ 10000000,$ 16153593,$ 16153593,61.0,37.0,31.0,41823.0
3194,3426,Jungle Fever (1991),Drama|Romance,3.1953488372093024,215,687.0,102175.0,Jungle Fever,1991,1991-11-14,"Drama, Romance",132.0,USA,English,Spike Lee,Spike Lee,Universal Pictures,"Wesley Snipes, Annabella Sciorra, Spike Lee, Ossie Davis, Ruby Dee, Samuel L. Jackson, Lonette McKee, John Turturro, Frank Vincent, Anthony Quinn, Halle Berry, Tyra Ferrell, Veronica Webb, Veronica Timbers, David Dundara",Friends and family of a married black architect react in different ways to his affair with an Italian secretary.,$ 14000000,$ 32482682,$ 43882682,78.0,60.0,44.0,1713.0
3195,3427,Coogan's Bluff (1968),Crime,3.3378378378378377,74,247.0,62824.0,Coogan's Bluff,1968,1968-12-21,"Action, Comedy, Crime",93.0,USA,English,Don Siegel,"Herman Miller, Dean Riesner",Universal Pictures,"Clint Eastwood, Lee J. Cobb, Susan Clark, Tisha Sterling, Don Stroud, Betty Field, Tom Tully, Melodie Johnson, James Edwards, Rudy Diaz, David Doyle, Louis Zorich, Meg Myles, Marjorie Bennett, Seymour Cassel",Arizona Deputy Sheriff Coogan (,$ 1500000,$ 3110000,$ 3110000,,96.0,34.0,26170.0
3196,3428,"Champ, The (1979)",Drama,2.9491525423728815,59,174.0,78950.0,The Champ,1979,1979-04-04,"Drama, Sport",121.0,USA,English,Franco Zeffirelli,"Frances Marion, Walter Newman",Hialeah Park Studios,"Jon Voight, Faye Dunaway, Ricky Schroder, Jack Warden, Arthur Hill, Strother Martin, Joan Blondell, Mary Jo Catlett, Elisha Cook Jr., Stefan Gierasch, Allan Miller, Joe Tornatore, Shirlee Kong, Jeff Blum, Dana Elcar","A former boxer discovers that his biggest battle of all is going to be with his ex-wife, Annie, who returns after abandoning their young son seven years prior.",,$ 30441738,$ 30441738,38.0,55.0,19.0,30547.0
3197,3429,Creature Comforts (1990),Animation|Comedy,4.335766423357664,274,1188.0,,,,,,,,,,,,,,,,,,,,
3198,3430,Death Wish (1974),Action|Drama,3.340909090909091,220,735.0,71402.0,Death Wish,1974,1974-12-12,"Action, Crime, Drama",93.0,"USA, Canada","English, Italian, German, French",Michael Winner,"Brian Garfield, Wendell Mayes",Dino De Laurentiis,"Charles Bronson, Hope Lange, Vincent Gardenia, Steven Keats, William Redfield, Stuart Margolin, Stephen Elliott, Kathleen Tolan, Jack Wallace, Fred J. Scollay, Chris Gampel, Robert Kya-Hill, Edward Grover, Jeff Goldblum, Christopher Logan",A New York City architect becomes a one-man vigilante squad after his wife is murdered by street punks in which he randomly goes out and kills would-be muggers on the mean streets after dark.,$ 3000000,$ 22000000,$ 22000000,51.0,230.0,108.0,13939.0
3199,3431,Death Wish II (1982),Action|Drama,2.6705882352941175,85,227.0,82250.0,Death Wish II,1982,1982-02-19,"Action, Crime, Drama",89.0,"USA, Canada",English,Michael Winner,"David Engelbach, Brian Garfield",American-European Productions,"Charles Bronson, Jill Ireland, Vincent Gardenia, J.D. Cannon, Anthony Franciosa, Ben Frank, Robin Sherwood, Silvana Gallardo, Robert F. Lyons, Michael Prince, Drew Snyder, Paul Lambert, Thomas F. Duffy, Kevyn Major Howard, Stuart K. Robinson","Architect Paul Kersey once again becomes a vigilante when he tries to find the five street punks who murdered his daughter and housekeeper, this time on the dark streets of Los Angeles.",$ 2000000,$ 16100000,$ 16100000,11.0,144.0,77.0,14373.0
3200,3432,Death Wish 3 (1985),Action|Drama,2.263888888888889,72,163.0,89003.0,Death Wish 3,1985,1986-04-04,"Action, Crime, Drama",92.0,"USA, Canada","English, Spanish",Michael Winner,"Don Jakoby, Brian Garfield",Cannon Group,"Charles Bronson, Deborah Raffin, Ed Lauter, Martin Balsam, Gavan O'Herlihy, Kirk Taylor, Alex Winter, Tony Spiridakis, Ricco Ross, Tony Britts, David Crean, Nelson Fernandez, Alan Cooke, Bob Lee Dysinger, Topo Grajeda",Architect/vigilante Paul Kersey arrives back in New York City and is forcibly recruited by a crooked police chief to fight street crime caused by a large gang terrorizing the neighborhoods.,$ 9000000,$ 16116878,$ 16116878,18.0,195.0,82.0,24873.0
3201,3433,Death Wish 4: The Crackdown (1987),Action|Drama,2.1458333333333335,48,103.0,92857.0,Death Wish 4: The Crackdown,1987,1987-11-06,"Action, Crime, Drama",99.0,USA,English,J. Lee Thompson,"Brian Garfield, Gail Morgan Hickman",Cannon Group,"Charles Bronson, Kay Lenz, John P. Ryan, Perry Lopez, George Dickerson, Soon-Tek Oh, Dana Barron, Jesse Dabson, Peter Sherayko, James Purcell, Michael Russo, Danny Trejo, Daniel Sabia, Mike Moroff, Dan Ferro",Architect/vigilante Paul Kersey takes on the members of a vicious Los Angeles drug cartel to stop the flow of drugs after his girlfriend's daughter dies from an overdose.,$ 5000000,$ 6880310,$ 6880310,46.0,104.0,63.0,26263.0
3202,3434,Death Wish V: The Face of Death (1994),Action|Drama,2.263157894736842,38,86.0,109578.0,Death Wish V: The Face of Death,1994,1994-01-14,"Action, Crime, Drama",95.0,"Canada, USA","English, Italian",Allan A. Goldstein,"Brian Garfield, Michael Colleary",21st Century Films,"Charles Bronson, Lesley-Anne Down, Michael Parks, Chuck Shamata, Kevin Lund, Robert Joy, Saul Rubinek, Miguel Sandoval, Kenneth Welsh, Lisa Inouye, Erica Fairfield, Jefferson Mappin, Michael Dunston, Claire Rankin, Sharolyn Sparrow","Paul Kersey is back at working vigilante justice when his fiancée, Olivia, has her business threatened by mobsters.",$ 5000000,$ 1702394,$ 1702394,25.0,92.0,48.0,34746.0
3203,3435,Double Indemnity (1944),Crime|Film-Noir,4.415607985480944,551,2433.0,36775.0,Double Indemnity,1944,1946-10-12,"Crime, Drama, Film-Noir",107.0,USA,English,Billy Wilder,"Billy Wilder, Raymond Chandler",Paramount Pictures,"Fred MacMurray, Barbara Stanwyck, Edward G. Robinson, Porter Hall, Jean Heather, Tom Powers, Byron Barr, Richard Gaines, Fortunio Bonanova, John Philliber",An insurance representative lets himself be talked by a seductive housewife into a murder/insurance fraud scheme that arouses the suspicion of an insurance investigator.,$ 927262,,$ 13886,95.0,397.0,147.0,996.0
3204,3436,Dying Young (1991),Drama|Romance,2.7890625,128,357.0,101787.0,Dying Young,1991,1991-06-21,"Drama, Romance",111.0,USA,English,Joel Schumacher,"Marti Leimbach, Richard Friedenberg",Fogwood Films,"Julia Roberts, Campbell Scott, Vincent D'Onofrio, Colleen Dewhurst, David Selby, Ellen Burstyn, Dion Anderson, George Martin, A.J. Johnson, Daniel Beer, Behrooz Afrakhan, Michael Halton, Larry Nash, Alex Trebek, Richard Friedenberg",A nurse falls in love with a terminally ill man.,$ 18000000,$ 33669178,$ 82264675,,47.0,21.0,9079.0
3205,3437,Cool as Ice (1991),Drama,2.0,12,24.0,101615.0,Cool as Ice,1991,1991-10-18,"Comedy, Drama, Music",91.0,USA,English,David Kellogg,David Stenn,Alive Films,"Naomi Campbell, Vanilla Ice, Deezer D, Kevin Hicks, Allison Dean, Bobbie Brown, Kristin Minter, Sydney Lassick, Dody Goodman, John Newton, Candy Clark, Michael Gross, Victor DiMattia, Brooke Alexander, Jack McGee",A rapper gets stuck in a small town and falls for a local girl whose family is in witness protection.,$ 6000000,$ 1193062,$ 1193062,,168.0,54.0,1496.0
3206,3438,Teenage Mutant Ninja Turtles (1990),Action|Children's|Fantasy,2.6779026217228465,534,1430.0,100758.0,Teenage Mutant Ninja Turtles,1990,1990-12-01,"Action, Adventure, Comedy",93.0,"USA, Hong Kong","English, French",Steve Barron,"Kevin Eastman, Peter Laird",888 Productions,"Judith Hoag, Elias Koteas, Josh Pais, David Forman, Brian Tochi, Leif Tilden, Corey Feldman, Michelan Sisti, Robbie Rist, Kevin Clash, James Saito, David McCharen, Toshishiro Obata, Michael McConnohie, Michael Turney",Four teenage mutant ninja turtles emerge from the shadows to protect New York City from a gang of criminal ninjas.,$ 13500000,$ 135265915,$ 201965915,51.0,221.0,130.0,1498.0
